baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	1.29770027701414	-0.388015975530184	2.20995317615937	-0.17557655959232	0.860626618988098	NA
ENSG00000000419.8	161.881877461045	0.3430825138433	0.364095013573748	0.942288416630039	0.346044996960514	0.581472148330969
ENSG00000000457.9	51.6169688952605	0.669114698693882	0.480487736927021	1.39257393533752	0.16374866942705	0.365946143144673
ENSG00000000460.12	74.374239287571	0.049408456592522	0.436942594248834	0.113077683986067	0.909968967100674	0.960792938779557
ENSG00000000971.11	121.429472250781	-0.762004812581356	0.402141660590626	-1.89486662849653	0.0581100733091174	0.196078122347523
ENSG00000001036.9	177.673341676365	-0.158865653281886	0.366867339674648	-0.433032968873092	0.664990818566599	0.82597546633625
ENSG00000001084.6	125.954111341663	1.23256520072721	0.450462111855204	2.73622390937822	0.00621487220428355	0.0654481685512244
ENSG00000001167.10	97.4933896545127	0.36500728291041	0.410753280755246	0.888629014086695	0.374202492619432	0.60701581521406
ENSG00000001460.13	18.7372018154543	0.134034679978141	0.699314086009901	0.191665923309091	0.848003900314299	0.929095391650281
ENSG00000001461.12	88.9944891477349	0.0151010284493337	0.4283449243989	0.0352543653237518	0.971876911886282	0.987583124554023
ENSG00000001497.12	272.999206625673	-0.0422713441508223	0.373003977220878	-0.113326792024501	0.909771477098114	0.960792938779557
ENSG00000001617.7	23.7061905231972	0.863113749311827	0.610319179828308	1.41420059837319	0.157303012347471	0.357232758339244
ENSG00000001629.5	140.188211649479	0.448542064605418	0.411640357855937	1.08964550254909	0.275869330905029	0.504569051550899
ENSG00000001630.11	700.405560793188	-0.406182096807738	0.325388239353332	-1.24829986976473	0.211921261887725	0.430392672088603
ENSG00000001631.10	149.109366079732	-0.404743624323566	0.369810649798129	-1.09446178617221	0.273752498441226	0.502120327353642
ENSG00000002016.12	25.6870446618947	0.581330287918592	0.595277413224163	0.976570377112026	0.328781890463412	0.562552183492177
ENSG00000002330.9	15.6874827415858	1.94030571916721	0.841675734311833	2.30528888985214	0.0211503993555172	0.113047992935576
ENSG00000002549.8	139.758777000829	-0.507101686439769	0.358356604350525	-1.41507559867307	0.15704633176722	0.356806087101741
ENSG00000002586.13	50.22587415209	0.27230748754564	0.510158779787686	0.533770069896606	0.593500623641704	0.77947098663362
ENSG00000002587.5	8.29698950456839	2.14559322236387	0.977714847442215	2.19449794382987	0.028199631605682	NA
ENSG00000002726.15	0.288180562041647	-1.57207083721972	4.92830624296271	-0.318988057908238	0.749735568526738	NA
ENSG00000002746.10	23.0691420523005	1.24262034912289	0.600743083700069	2.06847216861723	0.0385956450651285	0.15392548897921
ENSG00000002822.11	57.252630444882	0.505365957388824	0.438411711028645	1.15272002247176	0.249025320437316	0.475539636382283
ENSG00000002834.13	620.036054125483	0.370245242984136	0.33180733941113	1.11584404263397	0.26448889769365	0.493358553149866
ENSG00000002919.10	76.3617027915721	0.886071366878975	0.448023996604433	1.97773193756249	0.0479589553128642	0.174243325169058
ENSG00000003056.3	257.667259987776	0.664466762814637	0.347441219125717	1.91245806840842	0.0558174660147593	0.191374169193461
ENSG00000003096.9	20.4424154580644	-0.0992803812277262	0.702643123234221	-0.141295599351695	0.887636425947799	0.949681198656788
ENSG00000003147.13	46.5372689446872	-0.299796969593019	0.495455400261641	-0.605093757045946	0.545116702107561	0.745454007856735
ENSG00000003249.9	27.492164699811	0.5285333165801	0.614336566134797	0.860331853442255	0.389606138879878	0.621064460439284
ENSG00000003393.10	74.6602226030448	0.441133533960777	0.416326216182204	1.05958624947058	0.289332871967034	0.518736930799039
ENSG00000003400.10	155.847254890846	0.13254595559806	0.383813779300469	0.34533923153993	0.729839356209188	0.866257176176914
ENSG00000003402.15	828.1449137673	0.214094209801791	0.329370299623252	0.650010672020766	0.515685328100181	0.723821171382066
ENSG00000003436.10	547.748532254356	-0.145045549912447	0.358459139438314	-0.404636216389198	0.685744933232131	0.838201837625845
ENSG00000003509.11	77.5380953725381	0.711034881726476	0.424011491278395	1.67692361257169	0.0935574201160278	0.25910428146243
ENSG00000003756.12	278.591439744306	0.88314202496048	0.347562801653783	2.54095668684419	0.0110549613616377	0.0851627597812065
ENSG00000004059.6	156.249230628892	0.326105551848184	0.381108448603476	0.855676522111111	0.392176730054951	0.62331805945017
ENSG00000004139.9	10.838968642319	0.735468771223678	0.964700459300776	0.762380450981388	0.445832970334697	NA
ENSG00000004142.7	163.87523137812	-0.298509369935914	0.38267791107714	-0.780053829330486	0.435359191351214	0.661781564675299
ENSG00000004399.8	103.775547360149	-0.490077245355474	0.394610301945983	-1.24192714416908	0.214263443982589	0.433515372203601
ENSG00000004455.12	939.825020136201	-0.389018558292897	0.342669670670225	-1.13525821392952	0.256267144703306	0.483885535539307
ENSG00000004468.8	2.99417845541933	1.74521525595679	1.46975406413112	1.1874199218415	0.235062025762606	NA
ENSG00000004478.5	329.703021470883	-0.00470498017681973	0.391107239705128	-0.0120298979389055	0.990401761674091	0.995761278578094
ENSG00000004487.11	660.903494903837	0.65043517268674	0.366840438715188	1.77307380550739	0.0762164778479404	0.228840558732072
ENSG00000004534.10	255.309450503741	-0.168203638108821	0.334055585015877	-0.503519910019845	0.614598785745213	0.791362948403682
ENSG00000004660.10	21.7339179976997	1.09859178400659	0.663874146325549	1.65481935105795	0.0979611474608249	0.266169774341364
ENSG00000004700.11	158.027378135793	-0.247482034802905	0.738275294074872	-0.335216465712865	0.737461802049302	0.869672075971728
ENSG00000004766.11	58.4921126581765	0.545760105567291	0.444310699734332	1.2283298734278	0.21932316107439	0.439461953093647
ENSG00000004776.7	1.85025204735719	-2.11684763445377	2.3049618297855	-0.918387283945071	0.358416145600152	NA
ENSG00000004777.14	48.968765482584	0.00974716561919617	0.498308568006167	0.0195605017553612	0.984393972832926	0.992777674426543
ENSG00000004779.5	186.708550292647	0.791909711847782	0.383637473548742	2.0642136559873	0.0389974632994132	0.154929860224397
ENSG00000004799.7	3.06610228585128	-1.74412706057291	1.74553952749181	-0.999190813558412	0.317702265160225	NA
ENSG00000004838.9	32.6881728723831	1.23420031992655	0.553910380446155	2.22815885655085	0.0258699236127146	0.124477509013805
ENSG00000004846.12	30.8631506933319	1.3120199448471	0.571809224734622	2.29450643342807	0.0217614259514292	0.114568834861483
ENSG00000004864.9	128.345950684974	-0.462166797234683	0.396841886160572	-1.16461193576648	0.244176110200247	0.46919432302387
ENSG00000004866.14	91.9789401841849	0.10146557332425	0.410283179486903	0.247306198248592	0.804671262242253	0.908638533157552
ENSG00000004897.7	357.80461821488	0.705519903353806	0.351831732065793	2.00527649740778	0.0449334959529754	0.167602406503726
ENSG00000004939.9	86.8067329309909	2.02016416896289	0.433459822989237	4.66055690013294	3.15354963950369e-06	0.000738753280767211
ENSG00000004961.10	100.87096010324	0.597778910600581	0.415911838860365	1.43727313037914	0.150640400551321	0.34842261350956
ENSG00000004975.7	101.768174121933	0.271652344565131	0.392308539312166	0.69244565780143	0.488657501357547	0.703275650663964
ENSG00000005007.8	303.228740707859	0.576680792140978	0.357947793768817	1.61107514050898	0.107163345944786	0.28179409856052
ENSG00000005020.8	55.0155758828684	-0.372788148160093	0.487708834902668	-0.764366198603907	0.444649045983848	0.669493834689212
ENSG00000005022.5	716.898068042274	-0.110183847005411	0.377880876314186	-0.291583548974836	0.770605055122504	0.888512740637717
ENSG00000005059.11	15.0174068185663	0.925894308718981	0.80249099456259	1.15377532581989	0.248592292562453	0.475033021247552
ENSG00000005075.11	162.362221631695	0.0107093200338353	0.399192925298968	0.026827429433562	0.978597375563654	0.990749549945412
ENSG00000005100.8	123.774317639782	0.694341751372804	0.370121325257697	1.8759841813745	0.0606574520587116	0.200633248494807
ENSG00000005156.7	254.634248820366	-0.328711777441449	0.344873765620104	-0.953136510254429	0.340520909584081	0.575059288775749
ENSG00000005175.5	144.665045500874	-0.537153602916272	0.363422778698511	-1.47804054781576	0.139396925491832	0.333290718682045
ENSG00000005187.7	272.358013607063	0.0515374571171286	0.37077259905879	0.13900017759661	0.889450008708709	0.950402956516842
ENSG00000005189.15	92.7489506403432	0.000187454922558939	0.416203097991723	0.000450392905443166	0.999640638466601	0.999822792779668
ENSG00000005194.10	99.5446479774615	-0.196030301479401	0.396898890660168	-0.493904886338536	0.621373353517803	0.796280087704584
ENSG00000005238.15	28.7314950617368	1.19473631632807	0.570059740706218	2.09580896705312	0.0360991405875457	0.14878090559408
ENSG00000005243.5	2.00623991308095	0.931644831128844	1.91566334116538	0.486330145338629	0.626733109244439	NA
ENSG00000005249.8	372.370351022369	-0.656820158626052	0.364236335565264	-1.80328016315759	0.0713442263759986	0.220267548622189
ENSG00000005302.13	222.660715406494	0.0994598972822275	0.338224603581582	0.294064642929612	0.768708507844376	0.887860550166321
ENSG00000005339.8	241.36631309319	1.10983723867226	0.396219012483083	2.80107012461863	0.00509334498017049	0.0587643313772133
ENSG00000005379.11	28.2783642553198	1.36330702356557	0.561894791352902	2.42626741615288	0.0152550249558739	0.0972893407245538
ENSG00000005436.9	49.778663837594	0.155046394969864	0.485155471081389	0.319580844104	0.749286097614211	0.875833277784004
ENSG00000005448.12	15.3396981737271	1.21030508424679	0.828972946313111	1.46000552808107	0.14428855463838	0.339117440519779
ENSG00000005469.7	12.4598135145968	0.221224862618438	0.794750418198888	0.278357654872068	0.780737821932188	NA
ENSG00000005471.11	2.84782580755501	0.384836127153741	1.53226414969839	0.251155211867021	0.801694110629683	NA
ENSG00000005483.15	560.969005382989	1.10205010737812	0.323491871010072	3.40673199588316	0.000657456494640147	0.0213396120067537
ENSG00000005486.12	50.5017575510026	0.630468886257521	0.476932207173398	1.32192558349975	0.18619293232064	0.395820682321408
ENSG00000005700.10	108.614530583726	-0.606976115640197	0.430157400182212	-1.41105584928467	0.158228146903644	0.358588794627567
ENSG00000005801.12	113.383602694404	0.181290234393064	0.38286498266195	0.473509572833237	0.635849672966867	0.80632036513326
ENSG00000005810.13	120.875679604312	0.294811472044903	0.382222806323032	0.77130790514825	0.440524447828179	0.666296438280772
ENSG00000005812.6	53.2943669905975	1.12051146445143	0.453588121447668	2.47032806078611	0.0134989193924661	0.0928570203434192
ENSG00000005844.13	8.84964077420753	1.44816506720825	0.923671925984051	1.56783488430205	0.116919671418127	NA
ENSG00000005882.7	6.22686112727025	0.353101012677786	1.20017199300883	0.294208675702025	0.768598451625132	NA
ENSG00000005884.13	0.762304764895138	0.891573989801019	2.94079625898418	0.303174348470163	0.761756996577547	NA
ENSG00000005889.11	129.479932950623	1.3524206294084	0.378198817228133	3.5759515043449	0.000348956341938968	0.0156031267250387
ENSG00000005893.11	281.626244566502	0.946748996179238	0.335423723934945	2.82254631566508	0.0047643939689727	0.0565595170752288
ENSG00000005955.8	303.237504179178	0.921959857230511	0.364228993729849	2.53126432299987	0.0113652165925046	0.0861956094000322
ENSG00000005961.13	58.3607848774773	-0.862408868052007	1.12369846268465	-0.767473567590016	0.442800002942415	0.668012436190321
ENSG00000005981.8	2.4674552392343	1.05469584645357	1.66407930401836	0.633801432363665	0.5262104183007	NA
ENSG00000006007.7	133.104873263968	-0.0432448391200505	0.39450709618439	-0.109617392280919	0.912712816736378	0.961802592719657
ENSG00000006015.13	19.2319342114642	-0.105254306553622	0.70321620081774	-0.149675599667964	0.881020559933972	0.946794087651606
ENSG00000006016.6	14.2426062448284	1.13968871429127	0.772093331022933	1.47610226445204	0.139916441102348	0.334014082702459
ENSG00000006025.7	52.5833586830064	0.58662526162941	0.464973646900718	1.26163120327262	0.207081522744875	0.423550822388315
ENSG00000006042.7	173.261314639226	0.171713335167434	0.377181558217389	0.455253793369364	0.64892666424099	0.815074443972755
ENSG00000006114.11	204.289190096438	0.744034019377857	0.365658701587175	2.03477728315587	0.0418732878367913	0.160779732333357
ENSG00000006118.10	1.79666184849841	0.834248824524884	1.9862340295309	0.420015371865274	0.674474224195563	NA
ENSG00000006125.12	875.165201019282	-0.0448375803085806	0.345408664133038	-0.129810236292483	0.896716564054055	0.954036866427165
ENSG00000006128.7	0	NA	NA	NA	NA	NA
ENSG00000006194.6	141.316536085335	1.72746780759812	0.411964591145168	4.19324341151785	2.74994091356214e-05	0.00315248545580273
ENSG00000006210.6	9.39427967895618	1.35893061519865	0.885154252373765	1.5352472312643	0.124723110621742	NA
ENSG00000006282.15	7.38223817401612	0.509740650534908	1.00580922353877	0.506796556052124	0.612297573051638	NA
ENSG00000006327.9	26.7568340327744	0.468992424181601	0.570646318046301	0.821861824653967	0.411155542131872	0.640910186896146
ENSG00000006432.11	51.649438680264	1.09100517685711	0.48908113189679	2.2307243230298	0.0256993954535907	0.124131190232135
ENSG00000006451.3	159.385795009785	0.0837935978450947	0.36584050926132	0.229044066263424	0.818834666432916	0.916373700849632
ENSG00000006453.9	78.9689952902386	-0.404375570572961	0.430751409282491	-0.938767841169772	0.347849953414733	0.583050411883211
ENSG00000006459.6	137.376481201861	0.546423724786718	0.380461340509706	1.43621352974962	0.150941590266866	0.348819767685128
ENSG00000006468.9	44.4880435084387	-0.442260418602668	0.516964147226852	-0.855495339425535	0.392276983440768	0.623385455472308
ENSG00000006530.11	132.405372624505	-0.398283674974289	0.436098314689041	-0.913288727699588	0.361090709280214	0.595163298988476
ENSG00000006534.11	15.4656593890551	1.63679033840859	0.733745161375003	2.23073408121877	0.0256987486812477	0.124131190232135
ENSG00000006555.6	3.94994831461104	1.5904805816862	1.30785621863358	1.21609742648003	0.22394781078641	NA
ENSG00000006576.12	141.282091834089	0.225950688521497	0.363188078610468	0.622131346893235	0.533855504292601	0.738760499743788
ENSG00000006606.4	6.15027018478716	-0.255051492260967	1.08811705279557	-0.234397109764702	0.814676702231005	NA
ENSG00000006607.9	71.7378072218499	0.0270122849953258	0.432107299501587	0.0625129106277145	0.950154380855008	0.978297688524132
ENSG00000006625.13	161.292138521154	-0.468712208217835	0.373356840142784	-1.25540008330525	0.209333559128755	0.426602503072003
ENSG00000006634.3	323.69291192283	0.444597444145424	0.33454550719718	1.32895954236617	0.183861317928301	0.392645573126312
ENSG00000006638.7	193.923064473876	1.24607763649539	0.375318490183349	3.32005395174287	0.000900000531799653	0.0260010877497937
ENSG00000006652.9	230.55970354588	0.717824288792188	0.343814239923078	2.08782594040546	0.0368135386938759	0.150095608386382
ENSG00000006695.6	55.4739152470376	0.389209169941044	0.46288907827291	0.840825995275643	0.400445421876283	0.631615905465284
ENSG00000006704.6	111.593426216002	0.500603445895909	0.394543481530856	1.26881692216415	0.204506368213512	0.420003930602021
ENSG00000006712.10	269.327389704126	1.46088053426965	0.333476325689026	4.38076235622182	1.18264800298443e-05	0.00165677033436521
ENSG00000006715.11	108.156500889914	-0.423511669570831	0.396201239691847	-1.06893070274143	0.285100896014815	0.514283469115894
ENSG00000006740.12	0.656171019831079	-2.73179323062712	3.41462814049735	-0.80002656752815	0.423695404553408	NA
ENSG00000006744.14	108.697091141955	-0.81963763063218	0.383138497896777	-2.13927244359819	0.0324136100850103	0.141348918382539
ENSG00000006747.10	90.8831526313694	0.287486091732181	0.396549244104924	0.724969460933115	0.468470765810039	0.688542665110325
ENSG00000006756.11	3.26914552440195	0.545004811985346	1.41297983249662	0.385713086238725	0.699709170017919	NA
ENSG00000006757.7	42.1988921167523	-0.170684953518429	0.503285673244943	-0.339141292097457	0.734503293131811	0.868444973314505
ENSG00000006831.9	290.997525797376	0.906323249489513	0.346372172663542	2.61661680994764	0.00888059731410893	0.07694547261537
ENSG00000006837.7	78.0043972433979	1.18829987665353	0.424633805992187	2.79841091284992	0.00513547338475761	0.0588721927597319
ENSG00000007038.6	163.42578397359	-0.194995366667457	0.392553169233408	-0.496736192572971	0.619375096421071	0.795325892104377
ENSG00000007047.10	99.9070434036456	-0.390766547583121	0.418077601671609	-0.934674677669195	0.34995598065027	0.584489405996173
ENSG00000007080.6	74.9418489327149	-0.267812296003597	0.423932752747246	-0.631732967712618	0.527561381735519	0.733832638386724
ENSG00000007168.8	284.462089759941	1.14676934959538	0.340893198346137	3.36401358301953	0.000768177624551082	0.0236744555877892
ENSG00000007171.12	0.954666422809692	-0.386742292991737	2.72726502407668	-0.14180590796183	0.887233317353902	NA
ENSG00000007202.10	687.098320583584	0.327198242256776	0.340584100857115	0.960697347390402	0.336704365364806	0.571389959239551
ENSG00000007237.14	9.38684615368902	1.82483882665865	0.91283012108206	1.99910014417086	0.0455975195449261	NA
ENSG00000007255.6	14.3591940484223	0.436214898211832	0.748799043596628	0.582552691462594	0.560194460651129	0.756094126750572
ENSG00000007264.9	46.9655702693686	-0.207522919063528	0.538963231898966	-0.385040957863394	0.700207070520855	0.847320929076359
ENSG00000007312.8	0.318880153869217	1.77290963283151	4.89233861735552	0.362384898408735	0.717064423033325	NA
ENSG00000007314.7	2.69499729972457	-0.0045899852229425	1.59329700199215	-0.00288080955227023	0.997701449714933	NA
ENSG00000007341.14	59.2184610631788	0.660601502370327	0.473527251544924	1.39506543755414	0.162996107461542	0.365317398919629
ENSG00000007350.12	10.126841941314	0.809177707895354	0.919843040535869	0.879691069276292	0.379026688707167	NA
ENSG00000007372.16	21.4701049737754	0.913185726988195	0.656721240551918	1.39052260015336	0.164370241388064	0.366751660733196
